file_id,cluster
1016_frame1884,0
1016_frame1885,0
1016_frame1886,0
1016_frame1887,0
1016_frame1888,0
1016_frame1889,0
1016_frame1890,0
1016_frame1891,0
1016_frame1892,0
1016_frame1893,0
1016_frame1894,0
1016_frame1895,0
1016_frame1896,0
1016_frame1897,0
1016_frame1898,0
1016_frame1899,0
1016_frame1900,0
1016_frame1901,0
1016_frame1902,0
1016_frame1903,0
1017_frame1839,0
1017_frame1840,0
1017_frame1841,0
1017_frame1842,0
1017_frame1843,0
1017_frame1844,0
1017_frame1845,0
1017_frame1846,0
1017_frame1847,0
1017_frame1848,0
1017_frame1849,0
1017_frame1850,0
1017_frame1851,0
1017_frame1852,0
1017_frame1853,0
1017_frame1854,0
1017_frame1855,0
1017_frame1857,0
1017_frame1858,0
1017_frame1859,0
1017_frame1860,0
1017_frame1861,0
1017_frame1862,0
1017_frame1863,0
1017_frame1864,0
1017_frame1865,0
1017_frame1866,0
1017_frame1867,0
1017_frame1868,0
1017_frame1869,0
1017_frame1870,0
1017_frame1871,0
1017_frame1872,0
1017_frame1873,0
1017_frame1874,0
1017_frame1875,0
1017_frame1876,0
1017_frame1877,0
1017_frame1878,0
1017_frame1879,0
1017_frame1880,0
1017_frame1881,0
1017_frame1882,0
1017_frame1883,0
1017_frame1884,0
1017_frame1885,0
1017_frame1886,0
1017_frame1887,0
1017_frame1888,0
1017_frame1889,0
1017_frame1890,0
1017_frame1891,0
1017_frame1892,0
1017_frame1893,0
1017_frame1894,0
1017_frame1895,0
1017_frame1896,0
1017_frame1897,0
1017_frame1898,0
1017_frame1899,0
1017_frame1900,0
1017_frame1901,0
1017_frame1902,0
1017_frame1903,0
1017_frame1904,0
1017_frame1905,0
1017_frame1906,0
1017_frame1907,0
1017_frame1908,0
1017_frame1909,0
1017_frame1910,0
1017_frame1911,0
1017_frame1912,0
1017_frame1913,0
1017_frame1914,0
1017_frame1915,0
1017_frame1916,0
1017_frame1917,0
1017_frame1918,0
1017_frame1919,0
1017_frame1920,0
1017_frame1921,0
1017_frame1922,0
1017_frame1923,0
1017_frame1924,0
1017_frame1925,0
1017_frame1926,0
1017_frame1927,0
1017_frame1928,0
1017_frame1929,0
1017_frame1930,0
1017_frame1931,0
1017_frame1932,0
1017_frame1933,0
1017_frame1934,0
1017_frame1935,0
1017_frame1937,0
1017_frame1938,0
1017_frame1946,0
1017_frame1953,0
1017_frame1956,0
1017_frame1958,0
1017_frame1962,0
1017_frame1965,0
1017_frame1966,0
1017_frame1967,0
1017_frame1969,0
1017_frame1970,0
1017_frame1971,0
1017_frame1972,0
1017_frame1973,0
1017_frame1974,0
1017_frame1975,0
1017_frame1976,0
1017_frame1977,0
1017_frame1978,0
1017_frame1979,0
1017_frame1980,0
1018_frame2083,0
1018_frame2097,0
1018_frame2100,0
1020_frame1844,0
1020_frame1845,0
1020_frame1846,0
1020_frame1848,0
102_frame122,0
1030_frame1871,0
1030_frame1872,0
1030_frame1873,0
1030_frame1874,0
1030_frame1875,0
1030_frame1876,0
1030_frame1877,0
1030_frame1878,0
1030_frame1879,0
1030_frame1880,0
1030_frame1881,0
1030_frame1882,0
1030_frame1883,0
1030_frame1884,0
1030_frame1885,0
1030_frame1886,0
1030_frame1887,0
1030_frame1888,0
1030_frame1889,0
1030_frame1890,0
1030_frame1891,0
1030_frame1892,0
1030_frame1893,0
1030_frame1894,0
1030_frame1895,0
1030_frame1896,0
1030_frame1897,0
1030_frame1898,0
1030_frame1899,0
1030_frame1900,0
1030_frame1901,0
1030_frame1902,0
1030_frame1903,0
1030_frame1904,0
1030_frame1905,0
1030_frame1906,0
1030_frame1907,0
1030_frame1908,0
1030_frame1909,0
1030_frame1910,0
1030_frame1911,0
1030_frame1912,0
1030_frame1913,0
1030_frame1914,0
1030_frame1915,0
1030_frame1916,0
1030_frame1917,0
1030_frame1918,0
1030_frame1919,0
1030_frame1920,0
1030_frame1921,0
1030_frame1922,0
1030_frame1923,0
1030_frame1924,0
1030_frame1925,0
1030_frame1926,0
1030_frame1927,0
1030_frame1928,0
1030_frame1929,0
1030_frame1930,0
1030_frame1931,0
1030_frame1932,0
1030_frame1933,0
1030_frame1934,0
1030_frame1935,0
1030_frame1936,0
1030_frame1937,0
1030_frame1938,0
1030_frame1939,0
1030_frame1940,0
1030_frame1941,0
1030_frame1942,0
1030_frame1943,0
1030_frame1944,0
1030_frame1945,0
1030_frame1946,0
1030_frame1947,0
1030_frame1948,0
1030_frame1949,0
1030_frame1950,0
1030_frame1951,0
1030_frame1952,0
1030_frame1953,0
1030_frame1954,0
1030_frame1955,0
1030_frame1956,0
1030_frame1957,0
1030_frame1958,0
1030_frame1959,0
1030_frame1960,0
1030_frame1961,0
1030_frame1962,0
1030_frame1963,0
1030_frame1964,0
1030_frame1965,0
1030_frame1966,0
1030_frame1967,0
1030_frame1968,0
1030_frame1969,0
1030_frame1970,0
1030_frame1971,0
1030_frame1972,0
1030_frame1973,0
1030_frame1974,0
1030_frame1975,0
1030_frame1976,0
1030_frame1977,0
1030_frame1978,0
1030_frame1979,0
1030_frame1980,0
1033_frame1938,0
1033_frame1939,0
1033_frame1940,0
1033_frame1941,0
1033_frame1943,0
1033_frame1946,0
1033_frame1947,0
1033_frame1948,0
1033_frame1949,0
1033_frame1950,0
1033_frame1951,0
1033_frame1952,0
1033_frame1953,0
1033_frame1954,0
1033_frame1955,0
1033_frame1956,0
1033_frame1957,0
1033_frame1958,0
1033_frame1959,0
1033_frame1960,0
1033_frame1961,0
1036_frame1893,0
1036_frame1894,0
1036_frame1895,0
1036_frame1896,0
1036_frame1897,0
1036_frame1898,0
1036_frame1899,0
1036_frame1900,0
1036_frame1901,0
1036_frame1902,0
1036_frame1903,0
1036_frame1904,0
1036_frame1905,0
1036_frame1906,0
1036_frame1907,0
1036_frame1908,0
1037_frame1893,0
1037_frame1894,0
1037_frame1896,0
1037_frame1897,0
1037_frame1898,0
1037_frame1899,0
1037_frame1900,0
1037_frame1901,0
1037_frame1902,0
1037_frame1903,0
1037_frame1904,0
1037_frame1905,0
1037_frame1906,0
1037_frame1907,0
1037_frame1908,0
1037_frame1909,0
1037_frame1910,0
1037_frame1911,0
1037_frame1912,0
1037_frame1920,0
1037_frame1921,0
1037_frame1922,0
1037_frame1923,0
1037_frame1924,0
1037_frame1925,0
1037_frame1926,0
1037_frame1927,0
1037_frame1928,0
1037_frame1930,0
103_frame146,0
103_frame147,0
103_frame148,0
103_frame149,0
1042_frame1942,0
1044_frame1907,0
1048_frame1970,0
1048_frame1971,0
1048_frame1972,0
1048_frame1973,0
1048_frame1975,0
1048_frame1976,0
1048_frame1977,0
1048_frame1978,0
1048_frame1979,0
1048_frame1980,0
1048_frame1981,0
1048_frame1982,0
1048_frame1983,0
1048_frame1984,0
1048_frame1985,0
1048_frame1986,0
1048_frame1987,0
1048_frame2097,0
1048_frame2099,0
1048_frame2138,0
1048_frame2142,0
1048_frame2143,0
1048_frame2144,0
1048_frame2145,0
1048_frame2214,0
1048_frame2215,0
1048_frame2216,0
1052_frame1924,0
1052_frame1925,0
1052_frame1926,0
1052_frame1928,0
1052_frame1929,0
1052_frame1930,0
1052_frame1932,0
1052_frame1934,0
1052_frame1936,0
1052_frame1938,0
1052_frame1966,0
1052_frame1969,0
1054_frame1929,0
1054_frame1930,0
1054_frame1931,0
1054_frame1932,0
1054_frame1933,0
1054_frame1934,0
1054_frame1935,0
1054_frame1936,0
1054_frame1937,0
1054_frame1938,0
1054_frame1939,0
1054_frame1940,0
1054_frame1941,0
1054_frame1942,0
1054_frame1943,0
1054_frame1944,0
1054_frame1945,0
1054_frame1946,0
1054_frame1947,0
1054_frame1948,0
1054_frame1949,0
1054_frame1950,0
1054_frame1951,0
1054_frame1952,0
1054_frame1953,0
1054_frame1954,0
1054_frame1955,0
1054_frame1956,0
1054_frame1957,0
1054_frame1958,0
1054_frame1959,0
1054_frame1960,0
1054_frame1961,0
1054_frame1962,0
1054_frame1963,0
1054_frame1968,0
1054_frame1969,0
1054_frame1970,0
1054_frame1971,0
1054_frame1972,0
1054_frame1973,0
1054_frame1974,0
1054_frame1975,0
1054_frame1976,0
1058_frame1943,0
1061_frame2020,0
1061_frame2021,0
1061_frame2051,0
1061_frame2053,0
1061_frame2054,0
1061_frame2055,0
1061_frame2059,0
1061_frame2060,0
1061_frame2065,0
1061_frame2068,0
1061_frame2082,0
1061_frame2083,0
1061_frame2085,0
1061_frame2086,0
1061_frame2087,0
1061_frame2088,0
1061_frame2089,0
1061_frame2090,0
1061_frame2091,0
1061_frame2092,0
1061_frame2093,0
1061_frame2094,0
1061_frame2095,0
1061_frame2096,0
1061_frame2097,0
1061_frame2098,0
1061_frame2099,0
1061_frame2100,0
1061_frame2101,0
1061_frame2102,0
1061_frame2103,0
1061_frame2104,0
1064_frame1951,0
1064_frame1952,0
1064_frame1953,0
1064_frame1954,0
1068_frame1957,0
1068_frame1958,0
1068_frame1959,0
1068_frame1960,0
1068_frame1961,0
1068_frame1962,0
1068_frame1963,0
1068_frame1964,0
1068_frame1965,0
1068_frame1966,0
1068_frame1967,0
1068_frame1968,0
1068_frame1969,0
1068_frame1970,0
1068_frame1971,0
1068_frame1972,0
1068_frame1973,0
1068_frame1974,0
1068_frame1975,0
1068_frame1976,0
1068_frame1977,0
1068_frame1978,0
1068_frame1979,0
1068_frame1980,0
1068_frame1981,0
1068_frame1982,0
1068_frame1983,0
1068_frame1984,0
1068_frame1985,0
1068_frame1986,0
1068_frame1987,0
1068_frame1988,0
1068_frame1989,0
1068_frame1990,0
1068_frame1991,0
1068_frame1992,0
1068_frame1993,0
1068_frame1994,0
1068_frame1995,0
1068_frame1996,0
1068_frame1997,0
1068_frame1998,0
1068_frame1999,0
1068_frame2000,0
1068_frame2001,0
1068_frame2002,0
1068_frame2003,0
1068_frame2004,0
1068_frame2005,0
1068_frame2006,0
1068_frame2007,0
1068_frame2008,0
1068_frame2009,0
1068_frame2010,0
1068_frame2011,0
1068_frame2012,0
1068_frame2013,0
1068_frame2014,0
1068_frame2015,0
1068_frame2016,0
1068_frame2018,0
1068_frame2019,0
1068_frame2020,0
1068_frame2021,0
1068_frame2022,0
1068_frame2023,0
1068_frame2024,0
1068_frame2025,0
1068_frame2026,0
1068_frame2027,0
1068_frame2028,0
1068_frame2029,0
1068_frame2030,0
1068_frame2031,0
1068_frame2032,0
1068_frame2033,0
1068_frame2034,0
1068_frame2035,0
1068_frame2036,0
1068_frame2037,0
1068_frame2038,0
1068_frame2039,0
1068_frame2040,0
1068_frame2041,0
1068_frame2042,0
1068_frame2043,0
1068_frame2044,0
1068_frame2045,0
1068_frame2046,0
1068_frame2047,0
1068_frame2048,0
1068_frame2049,0
1068_frame2050,0
1068_frame2051,0
1068_frame2052,0
1068_frame2053,0
1068_frame2054,0
1068_frame2055,0
1068_frame2056,0
1068_frame2057,0
1068_frame2058,0
1068_frame2059,0
1068_frame2060,0
1068_frame2061,0
1068_frame2062,0
1068_frame2063,0
1068_frame2064,0
1068_frame2065,0
1068_frame2066,0
1068_frame2067,0
1068_frame2068,0
1068_frame2069,0
1068_frame2070,0
1068_frame2071,0
1068_frame2072,0
1068_frame2073,0
1068_frame2074,0
1068_frame2075,0
1068_frame2076,0
1068_frame2077,0
1068_frame2078,0
1068_frame2079,0
1068_frame2080,0
1068_frame2081,0
1068_frame2082,0
1068_frame2083,0
1068_frame2084,0
1068_frame2085,0
1068_frame2086,0
1068_frame2087,0
1068_frame2088,0
1068_frame2089,0
1068_frame2090,0
1068_frame2091,0
1068_frame2092,0
1068_frame2093,0
1068_frame2094,0
1068_frame2095,0
1068_frame2096,0
1068_frame2097,0
1068_frame2098,0
1068_frame2099,0
1068_frame2100,0
1068_frame2101,0
1068_frame2102,0
1068_frame2103,0
1068_frame2104,0
1068_frame2105,0
1068_frame2106,0
1068_frame2107,0
1068_frame2108,0
1068_frame2109,0
1068_frame2110,0
1068_frame2111,0
1068_frame2112,0
1068_frame2113,0
1068_frame2114,0
1068_frame2115,0
1068_frame2116,0
1068_frame2117,0
1068_frame2118,0
1068_frame2119,0
1068_frame2120,0
1068_frame2121,0
1068_frame2122,0
1068_frame2123,0
1068_frame2124,0
1068_frame2125,0
1068_frame2126,0
1068_frame2127,0
1068_frame2128,0
1068_frame2129,0
1068_frame2130,0
1068_frame2131,0
1068_frame2132,0
1068_frame2133,0
1068_frame2134,0
1068_frame2135,0
1068_frame2136,0
1068_frame2137,0
1068_frame2138,0
1068_frame2139,0
1068_frame2140,0
1068_frame2142,0
1068_frame2143,0
1068_frame2144,0
1068_frame2145,0
1068_frame2146,0
1068_frame2147,0
1068_frame2148,0
1068_frame2149,0
1068_frame2150,0
1068_frame2151,0
1068_frame2152,0
1068_frame2153,0
1068_frame2154,0
1068_frame2155,0
1068_frame2156,0
1068_frame2157,0
1068_frame2158,0
1068_frame2159,0
1068_frame2160,0
1068_frame2161,0
1068_frame2162,0
1068_frame2163,0
1068_frame2164,0
1068_frame2165,0
1068_frame2166,0
1068_frame2167,0
1068_frame2168,0
1077_frame2012,0
1077_frame2061,0
1077_frame2062,0
1077_frame2063,0
1077_frame2064,0
1077_frame2065,0
1077_frame2066,0
1077_frame2067,0
1077_frame2069,0
1077_frame2070,0
1077_frame2072,0
1077_frame2073,0
1077_frame2074,0
1077_frame2075,0
1077_frame2076,0
1077_frame2077,0
1077_frame2078,0
1077_frame2079,0
1077_frame2080,0
1077_frame2082,0
1077_frame2083,0
1077_frame2084,0
1077_frame2085,0
1077_frame2086,0
1077_frame2087,0
1077_frame2088,0
1077_frame2089,0
1077_frame2091,0
1077_frame2092,0
1077_frame2093,0
1077_frame2094,0
1077_frame2095,0
1077_frame2096,0
1077_frame2097,0
1077_frame2098,0
1077_frame2099,0
1077_frame2100,0
1077_frame2101,0
1077_frame2102,0
1077_frame2110,0
1077_frame2111,0
1077_frame2112,0
1077_frame2113,0
1077_frame2114,0
1077_frame2115,0
1077_frame2116,0
1077_frame2117,0
1077_frame2118,0
1077_frame2119,0
1077_frame2120,0
1077_frame2121,0
1077_frame2122,0
1077_frame2124,0
1077_frame2125,0
1077_frame2127,0
1077_frame2128,0
1077_frame2129,0
1077_frame2130,0
1077_frame2131,0
1077_frame2133,0
1077_frame2134,0
1077_frame2135,0
1077_frame2136,0
1077_frame2137,0
1077_frame2138,0
1077_frame2139,0
1077_frame2140,0
1077_frame2141,0
1077_frame2142,0
1077_frame2143,0
1077_frame2144,0
1077_frame2145,0
1077_frame2146,0
1077_frame2147,0
1077_frame2148,0
1077_frame2149,0
1077_frame2150,0
1077_frame2151,0
1077_frame2152,0
1077_frame2153,0
1077_frame2154,0
1077_frame2155,0
1077_frame2203,0
1078_frame1978,0
107_frame141,0
107_frame142,0
107_frame144,0
107_frame145,0
107_frame146,0
107_frame147,0
107_frame148,0
107_frame149,0
107_frame150,0
107_frame154,0
107_frame155,0
107_frame157,0
1081_frame2014,0
1081_frame2016,0
1081_frame2017,0
1081_frame2018,0
1081_frame2019,0
1081_frame2020,0
1081_frame2021,0
1081_frame2023,0
1081_frame2024,0
1081_frame2025,0
1081_frame2026,0
1081_frame2028,0
1081_frame2029,0
1081_frame2030,0
1081_frame2031,0
1081_frame2034,0
1088_frame1984,0
1088_frame1985,0
1088_frame1987,0
1088_frame1988,0
1088_frame1989,0
1088_frame1990,0
1089_frame1983,0
1089_frame1984,0
1090_frame1983,0
1090_frame1984,0
1090_frame1985,0
1090_frame1986,0
1090_frame1987,0
1090_frame1988,0
1090_frame1989,0
1090_frame1990,0
1090_frame1991,0
1090_frame1992,0
1090_frame1993,0
1090_frame1994,0
1090_frame1995,0
1090_frame1996,0
1090_frame1997,0
1090_frame1998,0
1090_frame1999,0
1090_frame2000,0
1090_frame2001,0
1090_frame2002,0
1090_frame2003,0
1090_frame2004,0
1090_frame2005,0
1090_frame2006,0
1090_frame2007,0
1090_frame2008,0
1090_frame2009,0
1090_frame2010,0
1090_frame2011,0
1090_frame2012,0
1090_frame2013,0
1090_frame2014,0
1090_frame2015,0
1090_frame2016,0
1090_frame2017,0
1090_frame2018,0
1090_frame2019,0
1090_frame2020,0
1090_frame2021,0
1090_frame2022,0
1090_frame2023,0
1090_frame2024,0
1090_frame2025,0
1090_frame2026,0
1090_frame2027,0
1090_frame2028,0
1090_frame2029,0
1090_frame2030,0
1090_frame2031,0
1090_frame2032,0
1090_frame2033,0
1090_frame2034,0
1090_frame2035,0
1090_frame2036,0
1090_frame2037,0
1090_frame2038,0
1090_frame2039,0
1090_frame2040,0
1090_frame2041,0
1090_frame2042,0
1090_frame2043,0
1090_frame2044,0
1090_frame2045,0
1090_frame2046,0
1090_frame2047,0
1090_frame2048,0
1090_frame2049,0
1090_frame2050,0
1090_frame2051,0
1090_frame2052,0
1090_frame2053,0
1090_frame2054,0
1090_frame2055,0
1090_frame2056,0
1090_frame2057,0
1090_frame2058,0
1090_frame2059,0
1090_frame2060,0
1090_frame2061,0
1090_frame2062,0
1090_frame2063,0
1090_frame2064,0
1090_frame2065,0
1090_frame2066,0
1090_frame2067,0
1090_frame2068,0
1090_frame2069,0
1090_frame2070,0
1090_frame2071,0
1090_frame2072,0
1090_frame2073,0
1090_frame2074,0
1090_frame2075,0
1090_frame2076,0
1090_frame2077,0
1090_frame2078,0
1090_frame2079,0
1090_frame2080,0
1090_frame2081,0
1090_frame2082,0
1090_frame2083,0
1090_frame2084,0
1090_frame2085,0
1090_frame2086,0
1090_frame2087,0
1090_frame2088,0
1090_frame2089,0
1090_frame2090,0
1090_frame2091,0
1090_frame2092,0
1090_frame2093,0
1090_frame2094,0
1090_frame2095,0
1090_frame2096,0
1090_frame2097,0
1090_frame2098,0
1090_frame2099,0
1090_frame2100,0
1091_frame2006,0
1091_frame2009,0
1091_frame2010,0
1091_frame2012,0
1091_frame2016,0
1091_frame2018,0
1091_frame2019,0
1091_frame2020,0
1091_frame2021,0
1091_frame2022,0
1091_frame2023,0
1091_frame2027,0
1091_frame2028,0
1091_frame2029,0
1091_frame2030,0
1091_frame2031,0
1091_frame2032,0
1091_frame2033,0
1091_frame2035,0
1091_frame2036,0
1091_frame2039,0
1091_frame2040,0
1091_frame2045,0
1091_frame2046,0
1091_frame2047,0
1091_frame2058,0
1091_frame2061,0
1091_frame2062,0
1091_frame2063,0
1091_frame2067,0
1091_frame2068,0
1091_frame2069,0
1091_frame2070,0
1091_frame2071,0
1091_frame2072,0
1091_frame2073,0
1091_frame2075,0
1091_frame2092,0
1091_frame2093,0
1091_frame2094,0
1091_frame2095,0
1091_frame2096,0
1091_frame2097,0
1091_frame2098,0
1091_frame2099,0
1091_frame2100,0
1091_frame2101,0
1091_frame2102,0
1091_frame2103,0
1091_frame2104,0
1091_frame2105,0
1091_frame2106,0
1091_frame2107,0
1091_frame2108,0
1091_frame2109,0
1091_frame2110,0
1091_frame2111,0
1091_frame2112,0
1091_frame2113,0
1091_frame2114,0
1091_frame2115,0
1091_frame2116,0
1091_frame2117,0
1091_frame2118,0
1091_frame2119,0
1091_frame2120,0
1091_frame2121,0
1091_frame2122,0
1091_frame2123,0
1091_frame2124,0
1091_frame2125,0
1091_frame2126,0
1091_frame2127,0
1091_frame2128,0
1091_frame2129,0
1091_frame2130,0
1091_frame2131,0
1091_frame2132,0
1091_frame2133,0
1091_frame2134,0
1091_frame2135,0
1091_frame2136,0
1091_frame2137,0
1091_frame2138,0
1091_frame2139,0
1091_frame2140,0
1091_frame2141,0
1091_frame2142,0
1091_frame2143,0
1091_frame2144,0
1091_frame2145,0
1091_frame2146,0
1091_frame2147,0
1091_frame2148,0
1091_frame2149,0
1091_frame2150,0
1091_frame2151,0
1091_frame2152,0
1091_frame2153,0
1091_frame2154,0
1091_frame2155,0
1091_frame2156,0
1091_frame2157,0
1091_frame2175,0
1091_frame2177,0
1091_frame2178,0
1091_frame2179,0
1091_frame2181,0
1091_frame2182,0
1091_frame2183,0
1091_frame2184,0
1091_frame2185,0
1091_frame2186,0
1091_frame2187,0
1091_frame2188,0
1091_frame2189,0
1091_frame2190,0
1091_frame2191,0
1091_frame2192,0
1091_frame2194,0
1091_frame2195,0
1091_frame2196,0
1091_frame2197,0
1091_frame2198,0
1091_frame2199,0
1091_frame2200,0
1091_frame2201,0
1091_frame2202,0
1091_frame2203,0
1091_frame2204,0
1091_frame2205,0
1091_frame2206,0
1091_frame2207,0
1091_frame2208,0
1091_frame2209,0
1091_frame2210,0
1091_frame2211,0
1091_frame2212,0
1091_frame2219,0
1091_frame2221,0
1091_frame2222,0
1091_frame2223,0
1091_frame2224,0
1091_frame2225,0
1091_frame2226,0
1091_frame2227,0
1091_frame2228,0
1091_frame2229,0
1091_frame2230,0
1091_frame2231,0
1091_frame2232,0
1091_frame2233,0
1091_frame2234,0
1091_frame2235,0
1091_frame2236,0
1091_frame2237,0
1091_frame2238,0
1091_frame2239,0
1091_frame2240,0
1091_frame2241,0
1091_frame2242,0
1091_frame2243,0
1091_frame2244,0
1091_frame2245,0
1091_frame2246,0
1091_frame2247,0
1091_frame2248,0
1091_frame2249,0
1091_frame2250,0
1091_frame2251,0
1091_frame2252,0
1091_frame2253,0
1091_frame2254,0
1091_frame2255,0
1091_frame2256,0
1091_frame2257,0
1091_frame2258,0
1091_frame2259,0
1091_frame2260,0
1091_frame2261,0
1091_frame2262,0
1091_frame2263,0
1091_frame2264,0
1091_frame2265,0
1091_frame2266,0
1091_frame2267,0
1091_frame2268,0
1091_frame2269,0
1091_frame2270,0
1091_frame2271,0
1091_frame2272,0
1091_frame2273,0
1091_frame2274,0
1091_frame2275,0
1091_frame2276,0
1091_frame2277,0
1091_frame2278,0
1091_frame2279,0
1091_frame2280,0
1091_frame2281,0
1091_frame2282,0
1091_frame2283,0
1091_frame2284,0
1091_frame2285,0
1091_frame2286,0
1091_frame2287,0
1091_frame2288,0
1091_frame2289,0
1091_frame2290,0
1091_frame2291,0
1091_frame2292,0
1091_frame2293,0
1091_frame2294,0
1091_frame2295,0
1091_frame2296,0
1091_frame2297,0
1091_frame2298,0
1091_frame2299,0
1091_frame2300,0
1091_frame2301,0
1091_frame2302,0
1091_frame2303,0
1091_frame2304,0
1091_frame2305,0
1091_frame2306,0
1091_frame2307,0
1091_frame2308,0
1091_frame2309,0
1091_frame2310,0
1091_frame2311,0
1091_frame2312,0
1091_frame2313,0
1091_frame2314,0
1091_frame2315,0
1091_frame2316,0
1091_frame2317,0
1091_frame2318,0
1091_frame2319,0
1091_frame2320,0
1091_frame2321,0
1091_frame2322,0
1091_frame2323,0
1091_frame2324,0
1091_frame2325,0
1091_frame2326,0
1091_frame2327,0
1091_frame2328,0
1091_frame2329,0
1091_frame2330,0
1091_frame2331,0
1093_frame1986,0
1093_frame1987,0
1093_frame1988,0
1093_frame1989,0
1096_frame1993,0
1096_frame1994,0
1108_frame2018,0
1108_frame2019,0
1108_frame2020,0
1108_frame2021,0
1108_frame2022,0
1108_frame2023,0
1108_frame2024,0
1108_frame2025,0
1108_frame2026,0
1108_frame2027,0
1108_frame2028,0
1108_frame2029,0
1108_frame2030,0
1108_frame2031,0
1108_frame2032,0
1108_frame2033,0
1108_frame2034,0
1108_frame2035,0
1108_frame2036,0
1111_frame2279,0
1112_frame2024,0
1112_frame2025,0
1112_frame2026,0
1112_frame2027,0
1112_frame2028,0
1112_frame2029,0
1112_frame2030,0
1112_frame2031,0
1112_frame2032,0
1112_frame2033,0
1112_frame2034,0
1112_frame2035,0
1112_frame2036,0
1112_frame2037,0
1112_frame2038,0
1112_frame2039,0
1112_frame2040,0
1112_frame2041,0
1112_frame2042,0
1112_frame2043,0
1112_frame2044,0
1112_frame2045,0
1112_frame2046,0
1112_frame2047,0
1112_frame2048,0
1112_frame2049,0
1112_frame2050,0
1112_frame2051,0
1112_frame2052,0
1112_frame2053,0
1112_frame2054,0
1112_frame2055,0
1112_frame2056,0
1112_frame2057,0
1112_frame2058,0
1112_frame2059,0
1112_frame2060,0
1112_frame2061,0
1112_frame2062,0
1112_frame2063,0
1112_frame2064,0
1112_frame2065,0
1112_frame2066,0
1112_frame2067,0
1112_frame2068,0
1112_frame2069,0
1112_frame2070,0
1112_frame2071,0
1112_frame2072,0
1112_frame2073,0
1112_frame2074,0
1112_frame2075,0
1112_frame2076,0
1112_frame2077,0
1112_frame2078,0
1112_frame2079,0
1112_frame2080,0
1112_frame2081,0
1112_frame2082,0
1112_frame2083,0
1112_frame2084,0
1112_frame2085,0
1112_frame2086,0
1112_frame2087,0
1112_frame2088,0
1112_frame2089,0
1112_frame2090,0
1112_frame2091,0
1112_frame2092,0
1112_frame2093,0
1112_frame2094,0
1112_frame2095,0
1112_frame2096,0
1112_frame2097,0
1112_frame2098,0
1112_frame2099,0
1112_frame2100,0
1112_frame2101,0
1112_frame2102,0
1112_frame2103,0
1112_frame2104,0
1112_frame2105,0
1112_frame2106,0
